CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,PoliceStationID,CaseStatusID,CrimeMajorHeadID,CrimeMinorHeadID,latitude,longitude,BriefFacts,mo_tags
2456,100010002202500053,202500053,2025-02-12,2025-02-12 22:57:00,2,2,2,203,12.928568,77.617061,"Regular crime incident report. Crime type: Robbery. MO tags matching 'highway_heist,weapon_knife,cash_transit'. Location details archived.","highway_heist,weapon_knife,cash_transit"
2457,100100050202500058,202500058,2025-08-26,2025-08-26 19:12:00,50,3,3,301,17.919879,77.537686,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,email_spoofing,phishing_link'. Location details archived.","fake_bank,email_spoofing,phishing_link"
2458,100040019202500064,202500064,2025-01-06,2025-01-06 02:31:00,19,3,2,201,15.387907,75.105271,"Regular crime incident report. Crime type: Burglary. MO tags matching 'window_forced,cctv_sprayed,broken_lock'. Location details archived.","window_forced,cctv_sprayed,broken_lock"
2459,100020006202500063,202500063,2025-07-15,2025-07-15 08:32:00,6,3,2,203,12.319139,76.672067,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,snatching,masked_suspects'. Location details archived.","cash_transit,snatching,masked_suspects"
2460,100030011202500036,202500036,2025-12-05,2025-12-05 04:12:00,11,1,3,302,12.968251,74.818604,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,sim_swap,document_forgery'. Location details archived.","otp_fraud,sim_swap,document_forgery"
2461,100040017202500056,202500056,2025-08-16,2025-08-16 18:24:00,17,1,1,101,15.386495,75.132517,"Regular crime incident report. Crime type: Murder. MO tags matching 'nighttime,private_dispute,rage'. Location details archived.","nighttime,private_dispute,rage"
2462,100070032202500040,202500040,2025-03-14,2025-03-14 19:30:00,32,2,4,401,14.426477,75.905664,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,college_area,transit_seizure'. Location details archived.","personal_use,college_area,transit_seizure"
2463,100100048202500038,202500038,2025-12-03,2025-12-03 09:27:00,48,3,3,303,17.897934,77.522313,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,fake_exchange,investment_fraud'. Location details archived.","crypto_scam,fake_exchange,investment_fraud"
2464,100020010202500043,202500043,2025-04-08,2025-04-08 13:58:00,10,1,3,301,12.336212,76.659578,"Regular crime incident report. Crime type: Phishing. MO tags matching 'credential_harvesting,email_spoofing,fake_bank'. Location details archived.","credential_harvesting,email_spoofing,fake_bank"
2465,100070033202500054,202500054,2025-07-15,2025-07-15 08:46:00,33,1,4,401,14.494257,75.864792,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,college_area'. Location details archived.","personal_use,transit_seizure,college_area"
2466,100070032202500041,202500041,2025-12-06,2025-12-06 17:12:00,32,2,2,201,14.415984,75.972346,"Regular crime incident report. Crime type: Burglary. MO tags matching 'cctv_sprayed,broken_lock,residential'. Location details archived.","cctv_sprayed,broken_lock,residential"
2467,100020007202500048,202500048,2025-03-27,2025-03-27 04:23:00,7,2,1,102,12.279157,76.688105,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,acquaintance_involved,vehicle_used'. Location details archived.","ransom_demand,acquaintance_involved,vehicle_used"
2468,100100048202500039,202500039,2025-12-06,2025-12-06 20:54:00,48,1,3,301,17.916817,77.524991,"Regular crime incident report. Crime type: Phishing. MO tags matching 'credential_harvesting,email_spoofing,phishing_link'. Location details archived.","credential_harvesting,email_spoofing,phishing_link"
2469,100040018202500067,202500067,2025-02-19,2025-02-19 09:17:00,18,3,2,202,15.364914,75.134657,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,pickpocketing,unattended_bag'. Location details archived.","shoplifting,pickpocketing,unattended_bag"
2470,100090041202500051,202500051,2025-07-14,2025-07-14 14:02:00,41,2,2,201,15.117068,76.888304,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,broken_lock,residential'. Location details archived.","night_entry,broken_lock,residential"
2471,100070033202500055,202500055,2025-04-03,2025-04-03 00:50:00,33,1,1,101,14.513459,75.954609,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,weapon_sharp,rage'. Location details archived.","private_dispute,weapon_sharp,rage"
2472,100030011202500037,202500037,2025-04-08,2025-04-08 07:29:00,11,2,2,201,12.91893,74.898927,"Regular crime incident report. Crime type: Burglary. MO tags matching 'residential,cctv_sprayed,window_forced'. Location details archived.","residential,cctv_sprayed,window_forced"
2473,100080038202500060,202500060,2025-08-09,2025-08-09 18:37:00,38,1,3,302,13.890734,75.530471,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,document_forgery,otp_fraud'. Location details archived.","sim_swap,document_forgery,otp_fraud"
2474,100030011202500038,202500038,2025-02-20,2025-02-20 00:48:00,11,2,2,203,12.887504,74.839077,"Regular crime incident report. Crime type: Robbery. MO tags matching 'masked_suspects,highway_heist,cash_transit'. Location details archived.","masked_suspects,highway_heist,cash_transit"
2475,100070033202500056,202500056,2025-12-10,2025-12-10 13:02:00,33,2,3,302,14.451034,75.944354,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'identity_theft,document_forgery,otp_fraud'. Location details archived.","identity_theft,document_forgery,otp_fraud"
2476,100030011202500039,202500039,2025-01-04,2025-01-04 17:37:00,11,2,3,303,12.949358,74.899075,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,rug_pull,crypto_scam'. Location details archived.","fake_exchange,rug_pull,crypto_scam"
2477,100020006202500064,202500064,2025-07-09,2025-07-09 09:39:00,6,1,3,302,12.334306,76.600837,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'identity_theft,sim_swap,otp_fraud'. Location details archived.","identity_theft,sim_swap,otp_fraud"
2478,100100046202500049,202500049,2025-09-09,2025-09-09 23:42:00,46,3,1,103,17.931499,77.470914,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,public_place,domestic_dispute'. Location details archived.","weapon_blunt,public_place,domestic_dispute"
2479,100070031202500048,202500048,2025-09-23,2025-09-23 19:25:00,31,1,3,303,14.490107,75.951889,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,crypto_scam,fake_exchange'. Location details archived.","investment_fraud,crypto_scam,fake_exchange"
2480,100070032202500042,202500042,2025-06-19,2025-06-19 01:31:00,32,3,1,102,14.474084,75.948787,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,vehicle_used'. Location details archived.","ransom_demand,minor_victim,vehicle_used"
2481,100060029202500047,202500047,2025-08-08,2025-08-08 22:46:00,29,3,4,401,17.316299,76.802031,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,college_area,transit_seizure'. Location details archived.","personal_use,college_area,transit_seizure"
2482,100050023202500056,202500056,2025-09-05,2025-09-05 17:55:00,23,3,3,301,15.899956,74.480987,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,credential_harvesting'. Location details archived.","email_spoofing,fake_bank,credential_harvesting"
2483,100040016202500041,202500041,2025-09-27,2025-09-27 16:51:00,16,1,4,402,15.352438,75.078681,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'dealership,peddling,network_ring'. Location details archived.","dealership,peddling,network_ring"
2484,100050024202500053,202500053,2025-06-24,2025-06-24 04:09:00,24,3,2,201,15.850494,74.454906,"Regular crime incident report. Crime type: Burglary. MO tags matching 'window_forced,broken_lock,night_entry'. Location details archived.","window_forced,broken_lock,night_entry"
2485,100020008202500038,202500038,2025-12-17,2025-12-17 12:52:00,8,3,1,102,12.268904,76.654395,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,vehicle_used'. Location details archived.","ransom_demand,minor_victim,vehicle_used"
2486,100080039202500053,202500053,2025-01-22,2025-01-22 16:54:00,39,3,4,401,13.957071,75.527007,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,possession,transit_seizure'. Location details archived.","personal_use,possession,transit_seizure"
2487,100080036202500054,202500054,2025-01-11,2025-01-11 12:06:00,36,2,3,302,13.914032,75.60217,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,sim_swap,document_forgery'. Location details archived.","otp_fraud,sim_swap,document_forgery"
2488,100090043202500059,202500059,2025-12-17,2025-12-17 18:16:00,43,1,4,401,15.11818,76.917257,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,possession,transit_seizure'. Location details archived.","personal_use,possession,transit_seizure"
2489,100030011202500040,202500040,2025-04-09,2025-04-09 07:39:00,11,2,4,402,12.959196,74.893151,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,network_ring,peddling'. Location details archived.","synthetic_drugs,network_ring,peddling"
2490,100050023202500057,202500057,2025-04-08,2025-04-08 15:37:00,23,2,3,303,15.841299,74.509581,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,investment_fraud,fake_exchange'. Location details archived.","crypto_scam,investment_fraud,fake_exchange"
2491,100080039202500054,202500054,2025-11-24,2025-11-24 02:27:00,39,2,3,301,13.950173,75.532717,"Regular crime incident report. Crime type: Phishing. MO tags matching 'phishing_link,credential_harvesting,email_spoofing'. Location details archived.","phishing_link,credential_harvesting,email_spoofing"
2492,100050023202500058,202500058,2025-08-23,2025-08-23 01:13:00,23,3,1,103,15.807969,74.465167,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,public_place,street_brawl'. Location details archived.","weapon_blunt,public_place,street_brawl"
2493,100020008202500039,202500039,2025-01-28,2025-01-28 00:50:00,8,1,2,201,12.246906,76.585391,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,night_entry,cctv_sprayed'. Location details archived.","broken_lock,night_entry,cctv_sprayed"
2494,100040019202500065,202500065,2025-09-06,2025-09-06 19:00:00,19,3,3,303,15.328584,75.091489,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,rug_pull,investment_fraud'. Location details archived.","fake_exchange,rug_pull,investment_fraud"
2495,100040018202500068,202500068,2025-06-11,2025-06-11 19:46:00,18,1,2,202,15.352274,75.064809,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,daytime,unattended_bag'. Location details archived.","vehicle_theft,daytime,unattended_bag"
2496,100040018202500069,202500069,2025-08-18,2025-08-18 08:59:00,18,3,3,301,15.419928,75.111229,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,credential_harvesting'. Location details archived.","email_spoofing,fake_bank,credential_harvesting"
2497,100080039202500055,202500055,2025-09-09,2025-09-09 17:34:00,39,3,4,402,13.903093,75.578876,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,peddling,dealership'. Location details archived.","bulk_supply,peddling,dealership"
2498,100060029202500048,202500048,2025-12-21,2025-12-21 05:25:00,29,3,1,103,17.339478,76.831767,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,drunken_altercation,street_brawl'. Location details archived.","public_place,drunken_altercation,street_brawl"
2499,100020008202500040,202500040,2025-05-02,2025-05-02 13:48:00,8,1,4,401,12.325385,76.603017,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,personal_use,transit_seizure'. Location details archived.","possession,personal_use,transit_seizure"
2500,100060026202500040,202500040,2025-11-18,2025-11-18 12:09:00,26,1,3,303,17.354213,76.793659,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,fake_exchange,crypto_scam'. Location details archived.","investment_fraud,fake_exchange,crypto_scam"
2501,100080038202500061,202500061,2025-05-17,2025-05-17 05:59:00,38,2,3,301,13.963905,75.527949,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,credential_harvesting'. Location details archived.","email_spoofing,fake_bank,credential_harvesting"
2502,100030014202500058,202500058,2025-12-13,2025-12-13 11:52:00,14,3,2,202,12.92642,74.901299,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,vehicle_theft,daytime'. Location details archived.","shoplifting,vehicle_theft,daytime"
2503,100020008202500041,202500041,2025-11-17,2025-11-17 16:58:00,8,2,2,203,12.347721,76.614579,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,weapon_knife,snatching'. Location details archived.","cash_transit,weapon_knife,snatching"
2504,100060028202500063,202500063,2025-03-03,2025-03-03 20:35:00,28,2,4,401,17.305658,76.785778,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,personal_use,college_area'. Location details archived.","transit_seizure,personal_use,college_area"
2505,100020009202500050,202500050,2025-06-13,2025-06-13 22:59:00,9,3,1,102,12.322951,76.660894,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'minor_victim,vehicle_used,acquaintance_involved'. Location details archived.","minor_victim,vehicle_used,acquaintance_involved"
2506,100080037202500057,202500057,2025-09-07,2025-09-07 10:23:00,37,2,1,103,13.971408,75.558125,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,street_brawl,domestic_dispute'. Location details archived.","public_place,street_brawl,domestic_dispute"
2507,100030014202500059,202500059,2025-04-02,2025-04-02 23:34:00,14,1,2,203,12.891821,74.798468,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,masked_suspects,highway_heist'. Location details archived.","weapon_knife,masked_suspects,highway_heist"
2508,100020008202500042,202500042,2025-03-06,2025-03-06 18:34:00,8,2,1,102,12.285959,76.648533,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,acquaintance_involved'. Location details archived.","ransom_demand,minor_victim,acquaintance_involved"
2509,100080036202500055,202500055,2025-04-16,2025-04-16 07:55:00,36,2,1,101,13.976574,75.608225,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,rage,private_dispute'. Location details archived.","weapon_sharp,rage,private_dispute"
2510,100090042202500050,202500050,2025-08-25,2025-08-25 02:06:00,42,3,2,203,15.08088,76.89702,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,cash_transit,highway_heist'. Location details archived.","weapon_knife,cash_transit,highway_heist"
2511,100090044202500049,202500049,2025-03-08,2025-03-08 16:01:00,44,1,1,102,15.188913,76.873549,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,minor_victim,ransom_demand'. Location details archived.","vehicle_used,minor_victim,ransom_demand"
2512,100080036202500056,202500056,2025-06-06,2025-06-06 09:05:00,36,1,2,201,13.886676,75.62723,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,window_forced,residential'. Location details archived.","night_entry,window_forced,residential"
2513,100020010202500044,202500044,2025-05-28,2025-05-28 20:39:00,10,1,2,201,12.292089,76.63957,"Regular crime incident report. Crime type: Burglary. MO tags matching 'window_forced,night_entry,broken_lock'. Location details archived.","window_forced,night_entry,broken_lock"
2514,100070033202500057,202500057,2025-08-18,2025-08-18 12:28:00,33,1,1,103,14.501816,75.957495,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,street_brawl,drunken_altercation'. Location details archived.","weapon_blunt,street_brawl,drunken_altercation"
2515,100100049202500049,202500049,2025-07-07,2025-07-07 05:32:00,49,3,1,102,17.952251,77.480666,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,vehicle_used,minor_victim'. Location details archived.","ransom_demand,vehicle_used,minor_victim"
2516,100050022202500036,202500036,2025-06-19,2025-06-19 08:38:00,22,1,1,101,15.806665,74.554163,"Regular crime incident report. Crime type: Murder. MO tags matching 'outdoor,nighttime,weapon_sharp'. Location details archived.","outdoor,nighttime,weapon_sharp"
2517,100100050202500059,202500059,2025-04-19,2025-04-19 05:26:00,50,1,1,102,17.895714,77.561345,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,minor_victim,ransom_demand'. Location details archived.","acquaintance_involved,minor_victim,ransom_demand"
2518,100040018202500070,202500070,2025-02-25,2025-02-25 08:26:00,18,1,2,201,15.340678,75.16425,"Regular crime incident report. Crime type: Burglary. MO tags matching 'residential,night_entry,window_forced'. Location details archived.","residential,night_entry,window_forced"
2519,100070035202500042,202500042,2025-06-06,2025-06-06 07:27:00,35,3,2,203,14.420629,75.905494,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,snatching,highway_heist'. Location details archived.","weapon_knife,snatching,highway_heist"
2520,100090041202500052,202500052,2025-12-25,2025-12-25 01:00:00,41,3,4,401,15.195161,76.867652,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,college_area,transit_seizure'. Location details archived.","personal_use,college_area,transit_seizure"
2521,100030014202500060,202500060,2025-08-24,2025-08-24 23:44:00,14,2,3,302,12.94662,74.869056,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,sim_swap,document_forgery'. Location details archived.","otp_fraud,sim_swap,document_forgery"
2522,100100047202500045,202500045,2025-01-05,2025-01-05 00:15:00,47,2,3,302,17.855773,77.530823,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,identity_theft,otp_fraud'. Location details archived.","document_forgery,identity_theft,otp_fraud"
2523,100020007202500049,202500049,2025-03-24,2025-03-24 01:13:00,7,3,3,301,12.259978,76.623146,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,phishing_link,email_spoofing'. Location details archived.","fake_bank,phishing_link,email_spoofing"
2524,100040019202500066,202500066,2025-11-01,2025-11-01 23:40:00,19,3,3,301,15.332155,75.071133,"Regular crime incident report. Crime type: Phishing. MO tags matching 'credential_harvesting,email_spoofing,phishing_link'. Location details archived.","credential_harvesting,email_spoofing,phishing_link"
2525,100060029202500049,202500049,2025-06-15,2025-06-15 20:47:00,29,3,1,102,17.287731,76.812044,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,minor_victim,ransom_demand'. Location details archived.","vehicle_used,minor_victim,ransom_demand"
2526,100050024202500054,202500054,2025-04-25,2025-04-25 08:02:00,24,3,2,201,15.79415,74.484067,"Regular crime incident report. Crime type: Burglary. MO tags matching 'window_forced,cctv_sprayed,night_entry'. Location details archived.","window_forced,cctv_sprayed,night_entry"
2527,100060030202500056,202500056,2025-01-04,2025-01-04 23:22:00,30,3,2,201,17.386359,76.802092,"Regular crime incident report. Crime type: Burglary. MO tags matching 'window_forced,residential,cctv_sprayed'. Location details archived.","window_forced,residential,cctv_sprayed"
2528,100070033202500058,202500058,2025-06-27,2025-06-27 03:11:00,33,2,1,101,14.419312,75.878893,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,weapon_sharp,outdoor'. Location details archived.","private_dispute,weapon_sharp,outdoor"
2529,100040020202500041,202500041,2025-05-01,2025-05-01 04:48:00,20,2,2,202,15.382172,75.116384,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,vehicle_theft,daytime'. Location details archived.","unattended_bag,vehicle_theft,daytime"
2530,100060029202500050,202500050,2025-06-11,2025-06-11 05:35:00,29,2,3,301,17.356105,76.866815,"Regular crime incident report. Crime type: Phishing. MO tags matching 'credential_harvesting,fake_bank,phishing_link'. Location details archived.","credential_harvesting,fake_bank,phishing_link"
2531,100030012202500047,202500047,2025-09-19,2025-09-19 03:48:00,12,2,2,202,12.96308,74.902928,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,daytime,pickpocketing'. Location details archived.","unattended_bag,daytime,pickpocketing"
2532,100040018202500071,202500071,2025-05-07,2025-05-07 10:51:00,18,1,3,301,15.40778,75.176011,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,credential_harvesting'. Location details archived.","email_spoofing,fake_bank,credential_harvesting"
2533,100080040202500040,202500040,2025-01-14,2025-01-14 20:27:00,40,3,4,402,13.976046,75.512556,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'peddling,dealership,synthetic_drugs'. Location details archived.","peddling,dealership,synthetic_drugs"
2534,100060028202500064,202500064,2025-02-27,2025-02-27 16:46:00,28,3,3,301,17.273635,76.884849,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,credential_harvesting,phishing_link'. Location details archived.","fake_bank,credential_harvesting,phishing_link"
2535,100060030202500057,202500057,2025-07-26,2025-07-26 02:19:00,30,3,3,302,17.292841,76.777365,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,sim_swap,identity_theft'. Location details archived.","document_forgery,sim_swap,identity_theft"
2536,100030014202500061,202500061,2025-01-03,2025-01-03 10:15:00,14,2,4,401,12.909047,74.841778,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,personal_use,transit_seizure'. Location details archived.","possession,personal_use,transit_seizure"
2537,100090044202500050,202500050,2025-11-07,2025-11-07 03:11:00,44,1,2,203,15.156445,76.943599,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,cash_transit,snatching'. Location details archived.","weapon_knife,cash_transit,snatching"
2538,100070032202500043,202500043,2025-09-27,2025-09-27 08:46:00,32,1,1,101,14.480163,75.881804,"Regular crime incident report. Crime type: Murder. MO tags matching 'outdoor,private_dispute,rage'. Location details archived.","outdoor,private_dispute,rage"
2539,100010004202500039,202500039,2025-02-02,2025-02-02 00:03:00,4,1,4,401,13.006707,77.55623,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,possession,college_area'. Location details archived.","personal_use,possession,college_area"
2540,100040020202500042,202500042,2025-12-08,2025-12-08 05:30:00,20,3,1,101,15.337324,75.074518,"Regular crime incident report. Crime type: Murder. MO tags matching 'rage,outdoor,private_dispute'. Location details archived.","rage,outdoor,private_dispute"
2541,100020007202500050,202500050,2025-05-12,2025-05-12 18:42:00,7,1,1,102,12.35559,76.66165,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,vehicle_used'. Location details archived.","ransom_demand,minor_victim,vehicle_used"
2542,100070035202500043,202500043,2025-03-12,2025-03-12 16:23:00,35,1,3,303,14.48067,75.915913,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,investment_fraud,fake_exchange'. Location details archived.","rug_pull,investment_fraud,fake_exchange"
2543,100020006202500065,202500065,2025-07-09,2025-07-09 17:52:00,6,3,3,301,12.304843,76.64652,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,credential_harvesting,phishing_link'. Location details archived.","email_spoofing,credential_harvesting,phishing_link"
2544,100060027202500042,202500042,2025-07-16,2025-07-16 11:54:00,27,2,2,203,17.367307,76.784703,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,weapon_knife,snatching'. Location details archived.","cash_transit,weapon_knife,snatching"
2545,100030014202500062,202500062,2025-03-05,2025-03-05 15:53:00,14,1,4,401,12.919184,74.83761,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,possession'. Location details archived.","personal_use,transit_seizure,possession"
2546,100100048202500040,202500040,2025-11-12,2025-11-12 05:27:00,48,3,1,101,17.909356,77.521724,"Regular crime incident report. Crime type: Murder. MO tags matching 'outdoor,weapon_sharp,private_dispute'. Location details archived.","outdoor,weapon_sharp,private_dispute"
2547,100050023202500059,202500059,2025-06-20,2025-06-20 21:06:00,23,1,3,301,15.790605,74.476264,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,credential_harvesting,fake_bank'. Location details archived.","email_spoofing,credential_harvesting,fake_bank"
2548,100030014202500063,202500063,2025-12-01,2025-12-01 10:27:00,14,1,4,402,12.89946,74.816739,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'dealership,peddling,synthetic_drugs'. Location details archived.","dealership,peddling,synthetic_drugs"
2549,100060028202500065,202500065,2025-02-28,2025-02-28 22:39:00,28,1,3,302,17.280043,76.83519,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'identity_theft,sim_swap,otp_fraud'. Location details archived.","identity_theft,sim_swap,otp_fraud"
2550,100070032202500044,202500044,2025-05-09,2025-05-09 11:33:00,32,1,3,302,14.423331,75.944609,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,document_forgery,identity_theft'. Location details archived.","sim_swap,document_forgery,identity_theft"
2551,100020010202500045,202500045,2025-08-05,2025-08-05 11:40:00,10,3,3,303,12.269886,76.631619,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,investment_fraud,crypto_scam'. Location details archived.","rug_pull,investment_fraud,crypto_scam"
2552,100020009202500051,202500051,2025-06-12,2025-06-12 00:16:00,9,1,2,201,12.267969,76.602693,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,cctv_sprayed,broken_lock'. Location details archived.","night_entry,cctv_sprayed,broken_lock"
2553,100060026202500041,202500041,2025-06-27,2025-06-27 15:15:00,26,1,2,201,17.355033,76.858328,"Regular crime incident report. Crime type: Burglary. MO tags matching 'residential,cctv_sprayed,window_forced'. Location details archived.","residential,cctv_sprayed,window_forced"
2554,100090044202500051,202500051,2025-07-20,2025-07-20 19:14:00,44,3,4,401,15.189099,76.956417,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,personal_use,possession'. Location details archived.","transit_seizure,personal_use,possession"
2555,100060027202500043,202500043,2025-03-12,2025-03-12 09:30:00,27,2,3,302,17.301576,76.787447,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,document_forgery,identity_theft'. Location details archived.","otp_fraud,document_forgery,identity_theft"
2556,100010004202500040,202500040,2025-05-19,2025-05-19 23:00:00,4,3,1,102,13.009637,77.58286,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,ransom_demand,vehicle_used'. Location details archived.","acquaintance_involved,ransom_demand,vehicle_used"
2557,100030015202500048,202500048,2025-01-03,2025-01-03 06:05:00,15,1,1,103,12.883749,74.869573,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,drunken_altercation,domestic_dispute'. Location details archived.","public_place,drunken_altercation,domestic_dispute"
2558,100100050202500060,202500060,2025-06-08,2025-06-08 19:23:00,50,2,4,402,17.879236,77.559042,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,network_ring,peddling'. Location details archived.","bulk_supply,network_ring,peddling"
2559,100050022202500037,202500037,2025-06-04,2025-06-04 05:45:00,22,1,2,203,15.883022,74.48111,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,snatching,masked_suspects'. Location details archived.","weapon_knife,snatching,masked_suspects"
2560,100060026202500042,202500042,2025-01-14,2025-01-14 14:07:00,26,1,3,302,17.363242,76.89131,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,document_forgery,sim_swap'. Location details archived.","otp_fraud,document_forgery,sim_swap"
2561,100040020202500043,202500043,2025-03-20,2025-03-20 23:48:00,20,1,3,301,15.369928,75.13554,"Regular crime incident report. Crime type: Phishing. MO tags matching 'phishing_link,credential_harvesting,email_spoofing'. Location details archived.","phishing_link,credential_harvesting,email_spoofing"
2562,100020008202500043,202500043,2025-08-11,2025-08-11 13:40:00,8,2,2,203,12.342965,76.685262,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,cash_transit,snatching'. Location details archived.","weapon_knife,cash_transit,snatching"
2563,100010003202500052,202500052,2025-12-15,2025-12-15 07:16:00,3,2,1,101,12.964562,77.610065,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,outdoor,weapon_sharp'. Location details archived.","private_dispute,outdoor,weapon_sharp"
2564,100060029202500051,202500051,2025-11-23,2025-11-23 12:13:00,29,2,3,303,17.354919,76.827417,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,rug_pull,investment_fraud'. Location details archived.","crypto_scam,rug_pull,investment_fraud"
